,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,negative,neutral,positive
0,818188928041832448,818188928041832448,2017-01-08 20:13:36 UTC,2017-01-08,20:13:36,0,275686563,verge,The Verge,,"Tesla preparing Autopilot 2 test deployment, possible wide rollout by this week  https://t.co/4TSKLVMHB7  https://t.co/72Er4IniB0",en,[],['http://www.theverge.com/2017/1/8/14206120/tesla-autopilot-2-test-software-rollout-elon-musk?utm_campaign=theverge&utm_content=chorus&utm_medium=social&utm_source=twitter'],['https://pbs.twimg.com/media/C1rKfiBXUAcy8L9.jpg'],3,36,101,[],[],https://twitter.com/verge/status/818188928041832448,False,,1,https://pbs.twimg.com/media/C1rKfiBXUAcy8L9.jpg,,,,,,,[],,,,,0.003237805,0.70651764,0.2902446
1,818179333357305856,818179333357305856,2017-01-08 19:35:28 UTC,2017-01-08,19:35:28,0,3101262673,teslaratiteam,Teslarati Team,,"Best #Tesla Destination Charger we've seen, @DevronDev Toronto. via @TeslaratiApp  https://t.co/VQgSVU12uz",en,"[{'screen_name': 'devrondev', 'name': 'devron developments', 'id': '539182997'}]",[],"['https://pbs.twimg.com/media/C1rBtbzVEAEdkqP.jpg', 'https://pbs.twimg.com/media/C1rBvMPUAAAKG6E.jpg', 'https://pbs.twimg.com/media/C1rBvyfUsAAiP7K.jpg', 'https://pbs.twimg.com/media/C1rBxBmUQAEUd11.jpg']",4,17,132,['tesla'],[],https://twitter.com/TeslaratiTeam/status/818179333357305856,False,,1,https://pbs.twimg.com/media/C1rBtbzVEAEdkqP.jpg,,,,,,,[],,,,,0.002141984,0.033304527,0.9645535
2,818178018103463936,818178018103463936,2017-01-08 19:30:15 UTC,2017-01-08,19:30:15,0,2564597449,elonmusknewsorg,Elon Musk News,,"""At Tesla, any prototype that is shown to customers, the production must be better."" —Elon Musk  https://t.co/MoECN2aJ1a",en,[],[],['https://pbs.twimg.com/media/C1rAkhPWQAINAQr.jpg'],1,41,93,[],[],https://twitter.com/ElonMuskNewsOrg/status/818178018103463936,False,,1,https://pbs.twimg.com/media/C1rAkhPWQAINAQr.jpg,,,,,,,[],,,,,0.007492447,0.17524818,0.81725925
3,818174683669532676,818174683669532676,2017-01-08 19:17:00 UTC,2017-01-08,19:17:00,0,2148233600,electrekco,Electrek.co,,"The race to get 'Tesla Gigafactory 2' heats up, French Minister visits Fremont factory  https://t.co/HpZavfW6Yt  https://t.co/ipgvv2iLaH",en,[],['https://electrek.co/2017/01/08/tesla-gigafactory-2-french-minister/'],['https://pbs.twimg.com/media/C1q9dY6VQAAxg-y.jpg'],5,36,97,[],[],https://twitter.com/ElectrekCo/status/818174683669532676,False,,1,https://pbs.twimg.com/media/C1q9dY6VQAAxg-y.jpg,,,,,,,[],,,,,0.0067345095,0.88323104,0.1100344
4,818168910684028928,818168910684028928,2017-01-08 18:54:03 UTC,2017-01-08,18:54:03,0,2890961,gizmodo,Gizmodo,,Tesla to take its biggest step toward fully autonomous cars tomorrow  https://t.co/GDF8kw8eJc  https://t.co/dUDX95LapJ,en,[],['http://gizmo.do/blfmzej'],['https://pbs.twimg.com/media/C1q4SYxWIAArtA-.jpg'],5,49,88,[],[],https://twitter.com/Gizmodo/status/818168910684028928,False,,1,https://pbs.twimg.com/media/C1q4SYxWIAArtA-.jpg,,,,,,,[],,,,,0.0020879915,0.20693831,0.79097384
5,818142979605008384,818142979605008384,2017-01-08 17:11:01 UTC,2017-01-08,17:11:01,0,275686563,verge,The Verge,,Battery cells are now in production at Tesla’s Gigafactory  https://t.co/mULXws1RZa  https://t.co/itu5PFb94B,en,[],['http://www.theverge.com/2017/1/4/14165926/tesla-gigafactory-battery-cell-panasonic?utm_campaign=theverge&utm_content=chorus&utm_medium=social&utm_source=twitter'],['https://pbs.twimg.com/media/C1qgs_sVIAAFzGS.jpg'],2,78,170,[],[],https://twitter.com/verge/status/818142979605008384,False,,1,https://pbs.twimg.com/media/C1qgs_sVIAAFzGS.jpg,,,,,,,[],,,,,0.0031723746,0.6136852,0.3831425
6,818142523449286656,818142523449286656,2017-01-08 17:09:12 UTC,2017-01-08,17:09:12,0,2172922045,oneperfectshot,One Perfect Shot,,"Our favorite Man Who Fell To Earth/Goblin King/Nikola Tesla would have been 70 today. Happy birthday, Starman.  https://t.co/iOKK3koG17",en,[],[],['https://pbs.twimg.com/tweet_video_thumb/C1qgSRBWEAA5zlT.jpg'],2,400,631,[],[],https://twitter.com/OnePerfectShot/status/818142523449286656,False,,1,https://pbs.twimg.com/tweet_video_thumb/C1qgSRBWEAA5zlT.jpg,,,,,,,[],,,,,0.0022286046,0.022304816,0.97546655
7,818093027369558016,818093027369558016,2017-01-08 13:52:31 UTC,2017-01-08,13:52:31,0,197380001,sebastianhbr,Sebastian Huber,,"Start-Up-Gründer Markus, 37, bestellt einen Hendrick’s-Gin &amp; sagt ""Wir machen quasi den Tesla unter den Pissoir-Steinen""",de,[],[],[],12,36,378,[],[],https://twitter.com/sebastianhbr/status/818093027369558016,False,,0,,,,,,,,[],,,,,0.01380608,0.7126652,0.27352864
8,818088152992776193,818088152992776193,2017-01-08 13:33:09 UTC,2017-01-08,13:33:09,0,34713362,business,Bloomberg,,Tesla's Gigafactory has been activated  https://t.co/FWrHYvCW1M  https://t.co/XMMZKcNBmw,en,[],['http://bloom.bg/2i2HOrn'],['https://pbs.twimg.com/media/C1pu1pxWgAAoCZn.jpg'],7,158,199,[],[],https://twitter.com/business/status/818088152992776193,False,,1,https://pbs.twimg.com/media/C1pu1pxWgAAoCZn.jpg,,,,,,,[],,,,,0.0029372785,0.47210726,0.5249555
9,818079083838001153,818079083838001153,2017-01-08 12:57:07 UTC,2017-01-08,12:57:07,0,2910994685,kulturistan,kültürİstanbuL,,1943'de bugün zamanının çok ötesinde bir dahi #NicolaTesla vefat etmiş. Toprağı bol olsun #RİP #Tesla  https://t.co/MMpudAWU9Y,tr,[],[],['https://pbs.twimg.com/media/C1pmliIWIAAKrjY.jpg'],5,74,186,"['nicolatesla', 'ri̇p', 'tesla']",[],https://twitter.com/kulturistan/status/818079083838001153,False,,1,https://pbs.twimg.com/media/C1pmliIWIAAKrjY.jpg,,,,,,,[],,,,,0.050446436,0.86408496,0.08546863
10,817962465745113088,817962465745113088,2017-01-08 05:13:43 UTC,2017-01-08,05:13:43,0,259725229,valaafshar,Vala Afshar,,"Nikola Tesla predicting today's technology, back in 1926  https://t.co/EE9inf5KNv",en,[],[],['https://pbs.twimg.com/media/C1n8hlpXUAAiNRG.jpg'],3,133,132,[],[],https://twitter.com/ValaAfshar/status/817962465745113088,False,,1,https://pbs.twimg.com/media/C1n8hlpXUAAiNRG.jpg,,,,,,,[],,,,,0.011128278,0.83338,0.15549162
11,817903652056616964,817903652056616964,2017-01-08 01:20:01 UTC,2017-01-08,01:20:01,0,20562637,businessinsider,Business Insider,,Watch Tesla rival Faraday Future debut its first car by having it back itself into an empty parking spot #CES2017  https://t.co/8eHTEEFvCA,en,[],[],[],24,555,569,['ces2017'],[],https://twitter.com/BusinessInsider/status/817903652056616964,False,,1,https://pbs.twimg.com/media/C1VcgX4W8AAcf15.jpg,,,,,,,[],,,,,0.0070692315,0.766727,0.22620374
